Year,Overflow_Type,Municipality,Wet-Dry-Event,NPDES,Date_discovered,Time_discovered,Days,Hours,Minutes,Location,Pipe-Manhole-ID,ZipCode,Latitude,Longitude,Collection-System,QUAN-GALS-Gross,QUAN-GALS-Net,Cause,HealthDeptNotified,How_HeatlhDepart_Was_Notified,Corrective_Action,Watershed,Receiving_waters,County,Comment,Penalty_Collected,Penalty_Collected_Comments
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,4/22/2018,,,,,2202 Linden Ave.,Manhole,21217,39.312367,-76.6346,City of Baltimore Dept. of Public Works,99,99,"Rags, grease.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,4/24/2018,,,,,2304 Tioga Pkwy.,Clean out,21215,39.319826,-76.654883,City of Baltimore Dept. of Public Works,99,99,"Rags, grease.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed lateral and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/25/2018,,,,,1503 Hazel St.,Clean out,21226,39.225871,-76.589785,City of Baltimore Dept. of Public Works,99,99,"Trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Left notice for plumber to repair bottom of cleanout.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/25/2018,,,,,4014 Linkwood Rd.,Manhole,21210,39.339692,-76.625493,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, rain.",,,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Confirmed mainline is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/26/2018,7:15:00 PM,0,2,14,Linnard St. & Gelston Dr.,Manhole,21229,39.297384,-76.674145,City of Baltimore Dept. of Public Works,268,268,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/26/2018,,,,,3405 Holmes Ave.,Clean out,21217,39.31851,-76.649279,City of Baltimore Dept. of Public Works,99,99,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Confirmed lateral and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/27/2018,,,,,513 W. Mulberry St.,Clean out,21201,39.293399,-76.623536,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand. Gravel, rocks.",,,Relieved 6 inch house connection choke with 75 ft. of electric cable.  Confirmed lateral and mainline are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/30/2018,,,,,5615 York Rd.,Clean out,21212,39.357951,-76.609545,City of Baltimore Dept. of Public Works,99,99,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 60 ft. of electric cable.  Confirmed lateral is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/30/2018,11:00:00 AM,0,3,47,222 N. Calverton Rd.,Manhole,21223,39.290725,-76.658972,City of Baltimore Dept. of Public Works,454,454,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,,Relieved 8 inch mainline choke with 100 ft. of pressure hose.  Performed CCTV inspection; scheduled pipe repair.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/30/2018,,,,,247 N. Bruce St.,Clean out,21223,39.291692,-76.644442,City of Baltimore Dept. of Public Works,99,99,Rags.,,,Relieved 6 inch house connection choke with 45 ft. of electric cable.  Confirmed lateral is clear; performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,4/30/2018,,,,,2711 Round Rd.,Clean out,21225,39.248348,-76.62815,City of Baltimore Dept. of Public Works,99,99,Rags.,,,Relieved 6 inch house connection choke with 45 ft. of electric cable.  Confirmed lateral is clear.,Patapsco River L N Br,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/3/2018,10:10:00 AM,,,,4801 Laurel Ave.,Clean out,21215,39.346904,-76.665253,City of Baltimore Dept. of Public Works,0,0,Pipe break.,,,Lateral pipe is leaking into storm drain pipe.  Lateral scheduled for lining.  Performed CCTV inspection.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/3/2018,11:00:00 PM,,,,8201 Eastern Blvd.,Pumping Station,21224,39.294468,-76.495718,Back River WWTP,500,500,"Pump station pumps failed, causing a partial wall collapse.",,,"Operations reset the pumps and pumped the well down and also sandbagged the closest storm drains, limed the grass area and dried and swept the driveway.",,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/4/2018,,,,,3618 Gibbons Ave.,Clean out,21214,39.344642,-76.555977,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved house connection choke with 15 ft. of electric cable.  Confirmed lateral is clear; cleaned mainline.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/4/2018,,,,,5709 Belle Vista Ave.,Clean out,21206,39.346329,-76.54713,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved house connection choke with 15 ft. of electric cable.  Confirmed lateral and mainline are clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/5/2018,,,,,1271 Gittings Ave.,Clean out,21239,39.369975,-76.591027,City of Baltimore Dept. of Public Works,99,99,Roots.,,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed lateral and mainline are clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/6/2018,,,,,4518 Pimlico Rd.,Clean out,21215,39.342499,-76.667001,City of Baltimore Dept. of Public Works,99,99,"Trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed lateral and mainline are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/7/2018,,,,,4022 Pulaski Hwy.,Clean out,21224,39.297301,-76.563498,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed connection is clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/8/2018,11:10:00 AM,0,45,0,508 E. Preston St.,Manhole,21202,39.305231,-76.609104,City of Baltimore Dept. of Public Works,225,225,"Pipe break, other.",,,Bypass pump installed to convey sewage from this MH to next MH downstream until construction project completed.  A secure plug was placed to prevent this SSO from reoccurring.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/9/2018,,,,,1412 N. Luzerne Ave.,Clean out,21213,39.30728,-76.581637,City of Baltimore Dept. of Public Works,99,99,"Trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/9/2018,,,,,3322 James St.,Clean out,21227,39.258283,-76.665503,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/9/2018,12:27:00 PM,0,0,59,N. Franklintown Rd. & W. Fairmount Ave.,Manhole,21223,39.288299,-76.659326,City of Baltimore Dept. of Public Works,99,99,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 125 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/10/2018,,,,,1701 N. Caroline St.,Clean out,21213,39.309576,-76.59804,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/10/2018,,,,,1900 Eagle Dr.,Manhole,21207,39.305278,-76.700726,City of Baltimore Dept. of Public Works,99,99,"Roots, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/10/2018,,,,,2711 Round Rd.,Clean out,21225,39.248348,-76.62815,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Patapsco River L N Br,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/11/2018,,,,,5503 Peerless Ave.,Clean out,21207,39.336195,-76.70416,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed lateral is clear; flushed and cleaned 8 inch mainline.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/14/2018,,,,,3025 Westfield Ave.,Manhole,21214,39.359652,-76.552142,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/17/2018,12:20:00 AM,0,12,45,428 E. Preston St.,Manhole,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,1243000,1243000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/17/2018,9:35:00 AM,0,0,35,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,8000,8000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/19/2018,6:00:00 AM,0,12,0,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,-76.665348,City of Baltimore Dept. of Public Works,90000,90000,Rain.,,,Inspected site after rainfall occurred.  This location is under consideration for metered monitoring.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/19/2018,12:55:00 PM,0,2,44,3611 Gwynn Oak Ave.,Manhole,21207,39.332455,-76.6948,City of Baltimore Dept. of Public Works,328,328,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/19/2018,10:40:00 AM,0,1,5,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,6000,6000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/19/2018,8:40:00 AM,1,6,20,428 E. Preston St.,Manhole,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,1411000,1411000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/20/2018,,,,,414 Drury Lane,Clean out,21229,39.2872,-76.703776,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved mainline and house connection chokes using electric cable and pressure hose.  Confirmed choke is relieved.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/20/2018,8:45:00 PM,0,2,16,3200 Piedmont Rd.,Manhole,21216,39.316627,-76.671537,City of Baltimore Dept. of Public Works,680,680,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/21/2018,1:22:00 PM,2,23,38,3500 Parkdale Ave.,Pipe,21211,39.330733,-76.648942,City of Baltimore Dept. of Public Works,1271,1271,"Pipe break, other.",,,Replaced 100 ft. of damaged hose.  City is in the process of building a new sanitary sewer line to resolve this issue permanently.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/21/2018,,,,,5510 Pimilico Rd.,Manhole,21209,39.357637,-76.671375,City of Baltimore Dept. of Public Works,150,150,"Rags, grease.",,,Relieved 8 inch mainline choke.  Cleaned the mainline and performed CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/22/2018,,,,,529 Canton Ct.,Clean out,21224,39.28591,-76.568076,City of Baltimore Dept. of Public Works,99,99,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 15 ft. of electric cable.  Confirmed lateral is clear; cleaned mainline.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/23/2018,,,,,4335 Frederick Ave.,Manhole,21229,39.27983,-76.687667,City of Baltimore Dept. of Public Works,200,200,Rain.,,,Investigated the site to confirm return of normal flow.  Site will be monitored for excessive flow levels in conjunction with rain events.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/23/2018,8:44:00 PM,0,5,16,2901 Guilford Ave.,Manhole,21218,39.323494,-76.612874,City of Baltimore Dept. of Public Works,1580,1580,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 240 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/24/2018,12:09:00 PM,0,2,32,N. Howard St. & Dolphin St.,Pipe,21201,39.304236,-76.620712,City of Baltimore Dept. of Public Works,1520,1520,"Rags, grease, trash/debris, sand, grave, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/25/2018,10:10:00 AM,0,3,4,2803 Elgin Ave.,Clean out,21216,39.313056,-76.665152,City of Baltimore Dept. of Public Works,,,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved mainline and house connection chokes with 150 ft. of pressure hose and 15 ft. of electric cable.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/26/2018,3:55:00 PM,0,7,25,1901 Falls Rd.,Pipe,21218,39.312098,-76.621087,City of Baltimore Dept. of Public Works,1471000,1471000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/26/2018,,,,,715 Woodbourne Ave.,Clean out,21212,39.354633,-76.605505,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed house lateral CCTV inspection; confirmed connection is clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,5/26/2018,,,,,5810 Reisterstown Rd.,Clean out,21215,39.350288,-76.695431,City of Baltimore Dept. of Public Works,99,99,Pipe break.,,,Ran 45 ft. of electric cable in lateral.  Alerted consumer of structural damage on their side of connection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,4:20:00 PM,0,0,35,2121 Wicomico St.,Manhole,21230,39.267837,-76.642483,City of Baltimore Dept. of Public Works,13000,13000,Rain.,,,Performed field visit and analyzed data to confirm overflow occurrence and estimate quantity.  Replaced manhole cover at this site.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,5:25:00 PM,0,1,30,1731 E. Chase St.,Manhole,21213,39.303132,-76.592918,City of Baltimore Dept. of Public Works,316000,316000,Rain.,,,Confirmed levels returned to normal following rain event.  Location is equipped with an Event Notification System meter to send alerts when overflow events begin and end.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,3:35:00 PM,0,7,15,W. Cold Spring Lane & Ayrdale Ave.,Mainline,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,167000,167000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,3:45:00 PM,0,5,35,Charing Cross Rd. & Greenwich Ave.,Pipe,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,104000,104000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,5:50:00 PM,0,3,10,3104 Liberty Heights Ave.,Pipe,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,36000,36000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,3:45:00 PM,0,2,35,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,-76.616388,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,,Engineering Structure overflow was designed to relieve sewer system during heavy rain events. This structure should be removed once capital improvement projects are completed.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,5:05:00 PM,0,4,50,1800 E. Eager St.,Manhole,21205,39.302143,-76.592078,City of Baltimore Dept. of Public Works,984000,984000,Rain.,,,Confirmed levels returned to normal following rain event.  Location is equipped with an Event Notification System meter to send alerts when overflow events begin and end.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,4:10:00 PM,0,10,10,428 E. Preston St.,Pipe,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,7468000,7468000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,3:50:00 PM,0,0,20,E. 32nd St. & St. Paul St.,Manhole,21218,39.326931,-76.615881,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,,Engineering Structure overflows designed to relieve sewer system during heavy rain events.  CIP projects have been implemented to prevent this overflow from reoccurring.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,7:28:00 PM,0,2,53,4800 Gwynn Oak Ave.,Manhole,21207,39.330879,-76.697238,City of Baltimore Dept. of Public Works,4325,4325,Rain.,,,Confirmed levels returned to normal following rain event.  Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,7:48:00 PM,0,2,27,Reisterstown Rd. & Wylie Ave.,Manhole,21215,39.339701,-76.669255,City of Baltimore Dept. of Public Works,3675,3675,Rain.,,,Confirmed levels returned to normal following rain event. Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,7:55:00 PM,0,2,25,Wilkens Ave. & Brunswick Ave.,Manhole,21223,39.278087,-76.658701,City of Baltimore Dept. of Public Works,2900,2900,Rain.,,,Confirmed levels returned to normal following rain event.  Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,8:25:00 PM,0,1,50,Long Island Ave. & Frederick Ave.,Manhole,21229,39.281343,-76.696878,City of Baltimore Dept. of Public Works,2750,2750,Rain.,,,Confirmed levels returned to normal following rain event. Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/27/2018,3:55:00 PM,0,7,25,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,500625,500625,Rain.,,,Flow returned to normal after rain event.  The location has a nearby structured overflow to provide relief when pipe capacity is exceeded.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/28/2018,7:04:00 AM,1,3,55,Gelston Dr. & Linnard St.,Manhole,21229,39.297384,-76.674145,City of Baltimore Dept. of Public Works,25125,25125,"Rags, rain, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. pf pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/29/2018,9:55:00 AM,0,1,50,20 E. Lanvale St.,Manhole,21202,39.308893,-76.615611,City of Baltimore Dept. of Public Works,1100,1100,"Rags, grease, trash/debris, sand, gravel, rocks.",,,"Flushed 8 inch mainline and removed grease, rags, and debris to relieve choke.  Confirmed mainline is clear.",Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/29/2018,11:13:00 AM,0,21,47,1601 S. Haven St.,Clean out,21224,39.272827,-76.561015,City of Baltimore Dept. of Public Works,326,326,"Grease, trash/debris, sand, gravel, rocks.",,,Relieved mainline and house connection chokes with electric cable and pressure hose.  Performed CCTV inspection.,Baltimore Harbor,Inner Harbor,Baltmore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/30/2018,,,,,1118 Mosher St.,Clean out,21217,39.300456,-76.636656,City of Baltimore Dept. of Public Works,99,99,"Rags, roots.",,,Relieved 6 inch connection choke with 30 ft. of electric cable.  Performed CCTV inspection to confirm lateral and mainline are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/30/2018,,,,,2642 Harford Rd.,Clean out,21218,39.32009,-76.592236,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection; confirmed lateral and mainline are clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,5/31/2018,,,,,2803 Elgin Ave.,Clean out,21216,39.313056,-76.665152,City of Baltimore Dept. of Public Works,99,99,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 200 ft. of pressure hose. Confirmed connection is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,6/1/2018,10:25:00 AM,0,0,50,6900 Bownel Ave.,Clean out,21237,39.308431,-76.534125,City of Baltimore Dept. of Public Works,99,99,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection and cleaned the mainline.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:50:00 PM,0,0,30,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,-76.616388,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:45:00 PM,0,0,35,E. 32nd St. & St. Paul St.,Manhole,21218,39.326926,-76.61598,City of Baltimore Dept. of Public Works,4000,4000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:15:00 PM,0,2,30,3404 Glen Ave.,Manhole,21215,39.357154,-76.685975,City of Baltimore Dept. of Public Works,35000,35000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:05:00 PM,0,3,55,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,53000,53000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,6:00:00 PM,0,6,0,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,-76.665348,City of Baltimore Dept. of Public Works,72000,72000,Rain.,,,Inspected site after rainfall occurred. The location is susceptible to overflow during heavy rains and is under consideration for metered monitoring.,Jones Falls,Western Run,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,6:00:00 PM,0,4,0,427 Drury Lane,Manhole,21229,39.287711,-76.70337,City of Baltimore Dept. of Public Works,4800,4800,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Flushed and cleaned 8 inch mainline with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:50:00 PM,0,7,30,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,1471000,1471000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:50:00 PM,0,8,25,428 E. Preston St.,Manhole,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,4779000,4779000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,6:00:00 PM,0,3,0,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,50000,50000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,6/3/2018,5:35:00 PM,0,3,45,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,26000,26000,Rain.,,,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
